Student_ID,Gender,Study_Hours_per_Week,Attendance_Percentage,Sleep_Hours_Per_Night,Internet_Access_at_Home,Previous_Exam_Score,Extracurricular_Activities,Final_Exam_Score,Pass_Fail
S1648,Male,11,71,5.2,Yes,77,No,46,Fail
S1649,Male,16,50,7.6,Yes,68,No,50,Pass
S1650,Female,12,52,6.8,Yes,42,No,36,Fail
S1651,Female,39,83,4.7,No,43,No,54,Pass
S1652,Male,24,86,7.3,Yes,76,No,67,Pass
S1653,Male,22,63,7.7,No,62,No,57,Pass
S1654,Male,13,91,6.2,Yes,86,No,53,Pass
S1655,Female,27,70,7.8,Yes,59,Yes,59,Pass
S1656,Male,23,63,7.8,No,95,No,64,Pass
S1657,Female,12,95,8.1,No,34,No,49,Fail
S1658,Female,6,63,8.0,No,64,Yes,45,Fail
S1659,Female,11,74,5.4,No,97,No,54,Pass
S1660,Female,27,63,7.2,No,70,No,64,Pass
S1661,Male,28,69,6.1,No,70,Yes,58,Pass
S1662,Female,17,94,5.1,No,85,No,66,Pass
S1663,Female,13,77,7.1,Yes,43,No,43,Fail
S1664,Male,17,74,7.6,No,58,Yes,46,Fail
S1665,Male,28,51,7.6,No,31,No,45,Fail
S1666,Male,7,74,9.0,No,60,Yes,49,Fail
S1667,Male,16,62,7.4,No,100,Yes,59,Pass
S1668,Female,38,95,8.8,No,83,Yes,75,Pass
S1669,Male,34,93,6.4,No,85,No,77,Pass
S1670,Male,32,84,5.3,No,35,No,54,Pass
S1671,Female,34,94,6.9,No,39,Yes,63,Pass
S1672,Male,34,81,9.3,Yes,99,No,74,Pass
S1673,Female,37,85,5.9,No,58,No,66,Pass
S1674,Female,8,64,4.6,Yes,32,Yes,30,Fail
S1675,Male,38,69,5.8,No,56,No,68,Pass
S1676,Female,19,94,6.5,Yes,88,Yes,69,Pass
S1677,Female,31,74,6.2,Yes,80,No,63,Pass
S1678,Male,33,99,8.6,Yes,47,No,69,Pass
S1679,Male,7,78,7.9,Yes,40,No,42,Fail
S1680,Male,14,79,7.0,No,76,No,46,Fail
S1681,Male,18,84,7.4,Yes,75,No,51,Pass
S1682,Male,21,65,4.8,No,44,Yes,47,Fail
S1683,Male,9,93,9.2,Yes,36,Yes,37,Fail
S1684,Female,14,74,9.0,Yes,69,No,58,Pass
S1685,Female,30,92,8.9,No,55,No,67,Pass
S1686,Female,13,94,8.3,No,35,No,41,Fail
S1687,Male,40,63,5.5,Yes,77,No,67,Pass
S1688,Male,11,70,8.4,No,62,Yes,40,Fail
S1689,Male,29,75,5.1,No,30,No,40,Fail
S1690,Male,24,100,6.4,No,87,Yes,58,Pass
S1691,Female,38,79,7.3,No,89,Yes,63,Pass
S1692,Female,16,65,7.3,No,50,Yes,39,Fail
S1693,Male,37,56,6.8,No,63,Yes,55,Pass
S1694,Male,37,50,6.1,Yes,89,No,74,Pass
S1695,Male,34,77,6.6,No,62,No,50,Pass
S1696,Female,13,76,8.0,No,56,Yes,37,Fail
S1697,Male,21,94,7.4,Yes,55,No,47,Fail
S1698,Female,37,81,4.7,No,74,No,72,Pass
S1699,Male,5,94,7.5,Yes,51,Yes,45,Fail
S1700,Female,36,55,5.5,No,98,No,68,Pass
S1701,Female,39,84,7.5,No,43,No,64,Pass
S1702,Female,40,74,6.4,Yes,84,Yes,62,Pass
S1703,Male,23,59,8.9,No,88,Yes,52,Pass
S1704,Male,20,83,9.3,No,50,No,56,Pass
S1705,Female,6,53,8.4,Yes,50,Yes,36,Fail
S1706,Male,14,66,9.0,Yes,61,Yes,35,Fail
S1707,Female,32,86,6.5,Yes,35,No,52,Pass
S1708,Male,15,53,6.3,Yes,50,No,46,Fail
S1709,Male,24,67,8.3,Yes,82,No,49,Fail
S1710,Female,26,94,6.0,No,55,Yes,60,Pass
S1711,Female,35,86,7.2,Yes,76,No,78,Pass
S1712,Male,23,80,9.3,No,52,Yes,51,Pass
S1713,Female,35,100,6.9,No,38,Yes,60,Pass
S1714,Male,8,91,5.4,Yes,99,Yes,60,Pass
S1715,Female,6,72,9.3,Yes,86,Yes,56,Pass
S1716,Female,25,93,5.0,Yes,57,No,48,Fail
S1717,Male,19,70,9.1,No,69,No,44,Fail
S1718,Female,11,100,8.0,Yes,38,Yes,45,Fail
S1719,Female,28,91,6.1,No,98,Yes,78,Pass
S1720,Male,35,96,9.4,No,83,Yes,80,Pass
S1721,Male,40,90,5.9,No,70,No,70,Pass
S1722,Female,19,79,6.3,No,35,No,31,Fail
S1723,Female,10,84,4.8,No,39,No,39,Fail
S1724,Male,13,82,9.0,No,62,Yes,38,Fail
S1725,Male,36,84,7.7,Yes,35,Yes,56,Pass
S1726,Female,22,65,8.8,No,47,Yes,35,Fail
S1727,Female,35,97,7.2,No,57,Yes,60,Pass
S1728,Male,5,71,6.6,No,100,Yes,42,Fail
S1729,Female,16,87,7.7,Yes,81,Yes,58,Pass
S1730,Female,15,70,7.2,No,92,No,63,Pass
S1731,Female,33,81,8.9,Yes,56,Yes,49,Fail
S1732,Male,25,98,6.3,No,61,Yes,53,Pass
S1733,Female,34,99,8.4,No,95,Yes,86,Pass
S1734,Female,9,100,8.8,No,99,No,66,Pass
S1735,Male,18,95,6.5,No,45,Yes,45,Fail
S1736,Female,26,71,5.4,No,61,Yes,48,Fail
S1737,Male,32,65,5.1,Yes,35,Yes,44,Fail
S1738,Female,31,50,7.8,No,86,No,54,Pass
S1739,Male,29,67,4.7,Yes,69,Yes,44,Fail
S1740,Male,20,63,6.4,No,50,Yes,52,Pass
S1741,Female,9,76,6.7,No,92,Yes,52,Pass
S1742,Female,12,53,5.8,No,51,No,33,Fail
S1743,Female,11,86,8.3,Yes,70,No,54,Pass
S1744,Male,29,67,7.4,No,40,No,46,Fail
S1745,Female,34,86,5.0,Yes,38,No,62,Pass
S1746,Female,37,53,4.8,No,44,Yes,43,Fail
S1747,Male,21,74,8.0,Yes,52,No,51,Pass
S1748,Female,25,56,8.7,No,91,No,68,Pass
S1749,Female,7,59,9.5,Yes,47,No,25,Fail
S1750,Female,26,98,6.2,Yes,99,Yes,69,Pass
S1751,Female,17,92,6.7,Yes,60,No,50,Pass
S1752,Male,32,84,4.6,No,80,No,63,Pass
S1753,Male,39,57,5.4,Yes,80,Yes,58,Pass
S1754,Female,17,73,6.3,No,84,Yes,59,Pass
S1755,Female,6,81,5.8,No,68,Yes,35,Fail
S1756,Female,12,69,5.7,Yes,50,Yes,44,Fail
S1757,Female,9,58,8.0,Yes,68,No,50,Pass
S1758,Male,19,61,8.7,Yes,60,No,51,Pass
S1759,Female,27,97,4.8,No,39,No,47,Fail
S1760,Female,7,89,8.0,Yes,56,No,33,Fail
S1761,Female,14,87,4.6,Yes,45,No,39,Fail
S1762,Male,33,85,4.7,Yes,53,Yes,49,Fail
S1763,Male,16,88,6.7,Yes,93,Yes,66,Pass
S1764,Female,34,86,7.2,No,51,No,51,Pass
S1765,Male,9,85,9.1,No,35,Yes,35,Fail
S1766,Male,16,81,6.8,No,61,No,44,Fail
S1767,Female,33,50,5.6,Yes,50,No,53,Pass
S1768,Male,18,50,4.8,No,58,Yes,28,Fail
S1769,Female,28,52,5.1,Yes,96,Yes,69,Pass
S1770,Male,19,85,6.8,Yes,88,Yes,58,Pass
S1771,Female,29,53,9.0,No,43,No,55,Pass
S1772,Male,14,89,8.9,Yes,71,No,52,Pass
S1773,Male,34,97,9.2,Yes,60,Yes,72,Pass
S1774,Male,15,64,8.3,No,66,No,43,Fail
S1775,Male,21,50,9.3,Yes,37,Yes,46,Fail
S1776,Male,12,75,6.2,Yes,68,No,54,Pass
S1777,Female,35,70,6.7,Yes,95,No,63,Pass
S1778,Male,5,77,9.5,No,98,Yes,44,Fail
S1779,Female,36,99,7.1,No,44,No,69,Pass
S1780,Male,40,86,5.2,Yes,54,No,60,Pass
S1781,Female,21,70,7.6,Yes,57,Yes,43,Fail
S1782,Female,15,88,8.2,No,34,No,34,Fail
S1783,Female,24,56,5.7,Yes,38,Yes,40,Fail
S1784,Male,22,97,8.8,Yes,43,Yes,45,Fail
S1785,Male,5,81,8.5,Yes,38,No,42,Fail
S1786,Male,25,94,9.2,No,84,Yes,62,Pass
S1787,Male,23,62,6.6,No,39,Yes,48,Fail
S1788,Male,35,63,6.0,Yes,98,Yes,66,Pass
S1789,Female,8,96,9.2,No,85,No,61,Pass
S1790,Male,33,91,6.2,Yes,53,No,63,Pass
S1791,Male,21,68,7.9,Yes,73,Yes,52,Pass
S1792,Male,11,81,7.9,No,95,Yes,55,Pass
S1793,Male,14,90,8.0,Yes,84,Yes,47,Fail
S1794,Male,34,77,8.7,Yes,87,No,70,Pass
S1795,Female,13,60,6.3,No,96,No,57,Pass
S1796,Male,7,67,5.1,Yes,73,Yes,40,Fail
S1797,Male,17,80,8.7,No,44,Yes,37,Fail
S1798,Female,20,72,7.9,Yes,60,No,52,Pass
S1799,Male,19,81,7.2,No,45,Yes,46,Fail
S1800,Male,20,87,5.3,No,56,No,49,Fail
S1801,Male,6,70,8.2,Yes,95,No,52,Pass
S1802,Female,36,95,6.7,No,89,Yes,75,Pass
S1803,Male,38,56,4.9,Yes,72,No,56,Pass
S1804,Female,29,98,6.9,No,89,No,66,Pass
S1805,Female,19,94,9.1,Yes,83,No,60,Pass
S1806,Male,9,93,7.5,Yes,42,No,38,Fail
S1807,Female,17,58,5.4,Yes,31,Yes,28,Fail
S1808,Male,7,97,5.6,No,72,Yes,46,Fail
S1809,Male,10,71,7.9,No,72,Yes,40,Fail
S1810,Female,38,83,5.3,No,31,Yes,62,Pass
S1811,Female,22,60,6.1,No,42,No,40,Fail
S1812,Male,28,97,6.2,Yes,66,No,58,Pass
S1813,Male,5,84,5.9,No,97,Yes,63,Pass
S1814,Female,14,94,5.0,Yes,49,No,44,Fail
S1815,Female,21,72,6.7,Yes,57,Yes,58,Pass
S1816,Female,12,95,5.9,No,38,No,46,Fail
S1817,Female,5,97,5.1,Yes,59,Yes,49,Fail
S1818,Male,23,95,5.0,No,36,Yes,57,Pass
S1819,Female,38,54,8.9,No,69,Yes,65,Pass
S1820,Female,37,59,6.4,No,50,No,62,Pass
S1821,Male,9,77,4.9,Yes,69,No,48,Fail
S1822,Female,5,79,8.1,Yes,82,No,48,Fail
S1823,Male,32,73,7.5,No,64,No,52,Pass
S1824,Male,31,61,5.2,Yes,93,Yes,72,Pass
S1825,Female,35,100,8.3,Yes,86,Yes,77,Pass
S1826,Male,21,71,7.1,No,91,Yes,51,Pass
S1827,Female,23,93,4.9,Yes,41,No,51,Pass
S1828,Female,34,85,7.6,No,54,Yes,55,Pass
S1829,Female,25,84,8.3,Yes,39,Yes,40,Fail
S1830,Female,39,89,7.2,No,57,Yes,61,Pass
S1831,Male,12,95,7.4,Yes,96,Yes,50,Pass
S1832,Female,26,62,8.7,Yes,84,No,69,Pass
S1833,Female,8,65,7.6,No,90,No,41,Fail
S1834,Female,11,88,7.6,Yes,48,No,34,Fail
S1835,Female,35,95,5.3,No,74,Yes,76,Pass
S1836,Male,35,90,7.6,Yes,93,Yes,81,Pass
S1837,Female,7,76,7.2,Yes,45,Yes,30,Fail
S1838,Female,31,53,7.0,No,62,No,50,Pass
S1839,Female,39,87,5.9,Yes,45,No,69,Pass
S1840,Female,38,50,6.8,No,86,Yes,64,Pass
S1841,Male,9,93,9.5,No,39,Yes,30,Fail
S1842,Female,39,99,8.8,Yes,92,Yes,85,Pass
S1843,Female,11,74,6.7,Yes,44,Yes,31,Fail
S1844,Male,9,75,5.4,Yes,65,Yes,50,Pass
S1845,Female,11,78,8.8,No,88,Yes,47,Fail
S1846,Male,23,80,5.0,Yes,84,Yes,69,Pass
S1847,Female,26,81,8.1,Yes,33,No,43,Fail
S1848,Male,25,84,8.4,No,53,No,45,Fail
S1849,Female,33,53,7.9,Yes,52,Yes,60,Pass
S1850,Female,33,59,4.7,No,59,Yes,43,Fail
S1851,Female,40,53,9.1,No,58,Yes,60,Pass
S1852,Male,18,98,7.0,Yes,66,No,64,Pass
S1853,Female,12,95,8.9,Yes,49,Yes,50,Pass
S1854,Female,19,91,6.3,No,33,Yes,42,Fail
S1855,Male,35,56,7.7,Yes,49,Yes,54,Pass
S1856,Female,39,70,4.9,Yes,52,Yes,58,Pass
S1857,Female,11,57,6.5,No,40,Yes,24,Fail
S1858,Male,16,53,7.4,Yes,39,No,43,Fail
S1859,Female,5,65,6.2,No,36,No,24,Fail
S1860,Male,22,82,7.4,Yes,75,No,62,Pass
S1861,Female,9,78,4.7,No,74,No,42,Fail
S1862,Female,10,65,4.8,Yes,66,No,41,Fail
S1863,Male,26,67,8.2,No,87,No,62,Pass
S1864,Female,36,82,5.2,Yes,68,No,57,Pass
S1865,Female,25,63,8.5,No,36,Yes,44,Fail
S1866,Female,30,51,5.0,No,79,No,59,Pass
S1867,Male,23,79,8.2,No,74,No,57,Pass
S1868,Female,27,96,6.0,Yes,82,No,62,Pass
S1869,Male,9,82,5.7,No,56,Yes,36,Fail
S1870,Male,37,83,6.5,Yes,51,Yes,62,Pass
S1871,Male,9,99,7.4,Yes,89,Yes,61,Pass
S1872,Male,35,87,6.6,No,76,Yes,58,Pass
S1873,Male,29,80,5.3,No,48,Yes,45,Fail
S1874,Female,28,95,9.3,Yes,64,Yes,61,Pass
S1875,Female,29,79,6.3,No,39,Yes,52,Pass
S1876,Male,26,82,5.9,No,54,No,48,Fail
S1877,Male,25,56,5.2,No,43,No,42,Fail
S1878,Male,27,50,6.3,Yes,56,No,46,Fail
S1879,Male,5,65,6.7,Yes,57,No,36,Fail
S1880,Female,38,97,9.2,No,57,No,62,Pass
S1881,Male,20,83,6.5,Yes,91,Yes,57,Pass
S1882,Female,29,53,8.5,Yes,60,Yes,60,Pass
S1883,Male,39,95,8.5,Yes,72,Yes,71,Pass
S1884,Female,22,100,7.7,Yes,68,Yes,59,Pass
S1885,Female,7,68,8.1,No,59,No,37,Fail
S1886,Male,21,83,6.9,No,76,No,63,Pass
S1887,Female,9,72,6.2,No,84,No,55,Pass
S1888,Female,18,98,7.3,Yes,85,Yes,56,Pass
S1889,Female,17,65,6.0,No,84,Yes,52,Pass
S1890,Male,8,61,9.3,No,46,Yes,28,Fail
S1891,Male,19,80,6.2,Yes,76,Yes,57,Pass
S1892,Male,33,87,8.7,Yes,36,Yes,57,Pass
S1893,Female,5,64,8.7,No,45,No,28,Fail
S1894,Male,31,87,7.7,No,99,Yes,69,Pass
S1895,Female,13,68,8.4,Yes,75,Yes,47,Fail
S1896,Male,10,65,9.2,No,48,No,39,Fail
S1897,Male,20,54,5.0,Yes,85,Yes,48,Fail
S1898,Male,35,98,7.3,Yes,65,Yes,76,Pass
S1899,Male,28,75,6.4,Yes,42,Yes,51,Pass
S1900,Male,23,61,5.9,No,75,No,60,Pass
S1901,Female,38,66,9.1,Yes,36,No,62,Pass
S1902,Female,11,71,5.5,No,66,No,45,Fail
S1903,Male,37,71,7.5,Yes,95,Yes,71,Pass
S1904,Male,37,65,9.4,Yes,86,Yes,71,Pass
S1905,Male,9,66,5.3,No,68,Yes,43,Fail
S1906,Female,22,59,6.6,Yes,36,Yes,38,Fail
S1907,Female,18,96,7.7,No,59,Yes,43,Fail
S1908,Male,21,98,5.4,Yes,53,No,49,Fail
S1909,Female,31,91,8.4,Yes,56,No,69,Pass
S1910,Female,34,73,6.2,No,51,No,58,Pass
S1911,Male,10,77,9.0,Yes,56,No,33,Fail
S1912,Male,37,52,8.8,No,46,Yes,56,Pass
S1913,Male,26,76,4.7,Yes,55,Yes,42,Fail
S1914,Male,10,74,7.7,No,68,Yes,48,Fail
S1915,Female,34,98,4.8,No,93,Yes,61,Pass
S1916,Female,5,51,8.7,No,54,Yes,39,Fail
S1917,Female,34,62,7.4,No,73,No,61,Pass
S1918,Female,31,83,4.6,Yes,31,Yes,37,Fail
S1919,Male,31,53,7.6,Yes,66,No,46,Fail
S1920,Female,28,66,8.7,No,77,Yes,60,Pass
S1921,Male,24,85,6.6,Yes,92,No,74,Pass
S1922,Female,18,62,7.5,Yes,52,Yes,33,Fail
S1923,Female,18,87,5.3,No,49,Yes,53,Pass
S1924,Female,38,73,9.2,No,46,Yes,65,Pass
S1925,Male,23,60,6.9,Yes,66,No,44,Fail
S1926,Female,38,55,4.6,No,71,Yes,61,Pass
S1927,Male,38,98,6.9,Yes,72,Yes,73,Pass
S1928,Female,5,91,5.4,No,99,Yes,53,Pass
S1929,Male,25,80,7.8,Yes,81,Yes,56,Pass
S1930,Male,29,73,8.8,Yes,40,Yes,48,Fail
S1931,Female,19,55,8.8,Yes,60,No,39,Fail
S1932,Female,38,62,5.4,Yes,86,No,76,Pass
S1933,Male,27,83,5.1,Yes,52,Yes,59,Pass
S1934,Male,38,83,4.8,No,90,No,71,Pass
S1935,Female,30,61,6.3,No,57,No,62,Pass
S1936,Female,16,50,8.0,No,38,Yes,33,Fail
S1937,Female,29,96,5.7,No,90,Yes,63,Pass
S1938,Female,5,72,8.3,Yes,46,Yes,40,Fail
S1939,Male,13,69,7.0,Yes,86,No,50,Pass
S1940,Male,7,93,6.5,Yes,68,No,47,Fail
S1941,Male,40,51,9.5,Yes,44,No,50,Pass
S1942,Male,26,59,8.1,Yes,56,No,45,Fail
S1943,Female,25,99,8.2,Yes,72,No,67,Pass
S1944,Female,7,100,6.9,Yes,71,Yes,45,Fail
S1945,Male,29,93,7.6,No,61,No,70,Pass
S1946,Male,14,97,6.2,Yes,80,Yes,52,Pass
S1947,Male,7,90,5.8,Yes,43,No,30,Fail
S1948,Female,32,75,4.7,Yes,71,No,49,Fail
S1949,Male,21,51,8.5,No,93,No,57,Pass
S1950,Female,14,96,9.2,Yes,100,Yes,73,Pass
S1951,Male,10,73,5.1,No,58,No,51,Pass
S1952,Female,28,66,8.3,No,49,No,43,Fail
S1953,Male,20,77,5.1,No,50,No,52,Pass
S1954,Male,40,63,6.1,No,83,No,77,Pass
S1955,Male,40,53,8.8,No,79,No,66,Pass
S1956,Female,20,99,7.6,No,31,Yes,45,Fail
S1957,Male,16,99,8.8,No,55,Yes,57,Pass
S1958,Male,22,80,7.1,No,67,Yes,64,Pass
S1959,Male,5,83,6.3,Yes,94,No,61,Pass
S1960,Female,34,92,7.2,No,67,No,62,Pass
S1961,Male,24,58,5.1,Yes,78,No,65,Pass
S1962,Male,8,69,9.1,No,68,No,41,Fail
S1963,Male,6,60,5.7,No,92,Yes,55,Pass
S1964,Female,7,58,8.2,No,48,No,29,Fail
S1965,Male,6,81,6.4,Yes,72,No,35,Fail
S1966,Female,24,97,9.0,No,48,No,60,Pass
S1967,Male,29,85,6.6,Yes,32,Yes,57,Pass
S1968,Female,7,69,7.6,Yes,62,Yes,44,Fail
S1969,Female,6,64,4.8,No,90,Yes,48,Fail
S1970,Male,33,68,4.7,Yes,87,Yes,53,Pass
S1971,Male,12,79,7.8,No,80,Yes,62,Pass
S1972,Male,8,67,4.6,Yes,57,No,24,Fail
S1973,Female,16,73,6.9,No,92,No,52,Pass
S1974,Female,28,78,6.6,Yes,98,No,74,Pass
S1975,Male,13,93,4.6,Yes,53,No,49,Fail
S1976,Male,37,92,8.7,No,65,No,69,Pass
S1977,Male,31,99,4.6,Yes,72,Yes,65,Pass
S1978,Female,38,73,7.8,No,40,No,64,Pass
S1979,Male,13,67,9.1,No,48,Yes,47,Fail
S1980,Male,18,81,8.5,No,32,No,46,Fail
S1981,Female,21,80,8.1,No,69,No,45,Fail
S1982,Female,8,98,4.9,No,62,No,34,Fail
S1983,Female,20,78,5.3,No,58,Yes,42,Fail
S1984,Female,33,78,8.8,Yes,47,Yes,53,Pass
S1985,Male,26,58,6.6,Yes,67,No,62,Pass
S1986,Male,23,76,7.6,Yes,59,No,42,Fail
S1987,Female,28,60,6.3,Yes,34,Yes,45,Fail
S1988,Male,34,84,8.9,No,62,Yes,63,Pass
S1989,Male,40,61,9.0,No,62,No,61,Pass
S1990,Female,14,100,7.3,No,67,Yes,49,Fail
S1991,Female,13,83,5.7,Yes,84,No,51,Pass
S1992,Male,35,90,7.6,No,63,No,72,Pass
S1993,Female,32,77,7.9,No,72,No,62,Pass
S1994,Male,26,100,7.3,No,60,Yes,65,Pass
S1995,Male,26,66,9.1,No,91,No,67,Pass
S1996,Male,5,97,5.8,No,95,Yes,56,Pass
S1997,Male,37,93,5.2,No,88,No,78,Pass
S1998,Male,23,88,7.5,Yes,71,No,64,Pass
S1999,Male,15,76,8.4,Yes,30,No,42,Fail
S2000,Female,16,76,4.9,Yes,36,Yes,40,Fail
S2001,Male,15,69,8.9,Yes,96,No,60,Pass
S2002,Female,23,96,5.0,No,63,Yes,52,Pass
S2003,Female,39,62,7.0,No,91,Yes,68,Pass
S2004,Male,16,86,6.6,No,38,No,50,Pass
S2005,Male,19,96,5.1,Yes,57,No,57,Pass
S2006,Female,31,81,6.9,No,51,Yes,65,Pass
S2007,Male,40,51,6.7,Yes,30,No,41,Fail
S2008,Male,9,64,7.9,Yes,63,No,34,Fail
S2009,Female,38,94,4.5,Yes,48,No,61,Pass
S2010,Female,26,63,4.8,Yes,74,No,52,Pass
S2011,Female,31,91,8.4,No,55,No,68,Pass
S2012,Male,22,93,6.4,No,65,No,58,Pass
S2013,Female,34,71,6.6,Yes,66,No,53,Pass
S2014,Female,23,78,9.4,No,41,Yes,53,Pass
S2015,Male,20,66,7.8,No,86,No,67,Pass
S2016,Male,24,67,5.3,No,86,Yes,69,Pass
S2017,Female,32,88,5.6,Yes,64,No,61,Pass
S2018,Female,7,95,5.5,No,99,Yes,66,Pass
S2019,Male,22,78,6.8,Yes,39,No,43,Fail
S2020,Female,7,61,8.3,Yes,74,Yes,42,Fail
S2021,Male,25,57,8.0,Yes,55,No,48,Fail
S2022,Male,38,56,5.8,No,31,No,41,Fail
S2023,Male,17,81,6.5,No,53,No,44,Fail
S2024,Male,17,85,5.8,No,74,Yes,63,Pass
S2025,Female,14,66,6.8,Yes,30,No,32,Fail
S2026,Female,35,65,7.2,No,94,Yes,66,Pass
S2027,Female,21,51,8.2,No,45,Yes,34,Fail
S2028,Female,33,64,5.4,Yes,91,Yes,75,Pass
S2029,Male,21,87,4.8,Yes,79,Yes,54,Pass
S2030,Female,33,69,4.6,No,35,Yes,49,Fail
S2031,Male,7,54,8.4,Yes,94,Yes,39,Fail
S2032,Female,6,93,6.9,No,48,No,30,Fail
S2033,Female,7,91,6.6,Yes,73,No,40,Fail
S2034,Male,29,51,4.7,Yes,41,No,35,Fail
S2035,Male,22,59,6.8,No,82,Yes,58,Pass
S2036,Female,7,72,7.0,Yes,49,Yes,42,Fail
S2037,Male,5,64,9.3,No,89,Yes,46,Fail
S2038,Male,18,87,6.2,No,59,No,51,Pass
S2039,Male,40,63,5.4,Yes,42,Yes,59,Pass
S2040,Male,29,74,7.3,No,49,No,49,Fail
S2041,Female,20,62,5.6,No,68,No,50,Pass
S2042,Female,7,60,5.0,Yes,54,Yes,38,Fail
S2043,Male,5,88,4.6,Yes,98,Yes,51,Pass
S2044,Female,26,64,7.1,Yes,63,No,53,Pass
S2045,Female,32,84,7.6,No,77,No,75,Pass
S2046,Male,21,92,9.5,No,49,No,54,Pass
S2047,Male,35,82,6.7,Yes,46,No,65,Pass
S2048,Male,35,50,5.6,No,92,Yes,74,Pass
S2049,Male,16,91,5.4,Yes,36,No,43,Fail
S2050,Female,14,58,5.9,Yes,44,Yes,29,Fail
S2051,Female,10,80,6.3,No,47,Yes,34,Fail
S2052,Male,32,91,7.7,Yes,44,No,65,Pass
S2053,Female,8,52,7.6,No,75,Yes,51,Pass
S2054,Female,17,75,9.0,No,36,Yes,40,Fail
S2055,Female,35,78,6.3,Yes,34,No,62,Pass
S2056,Female,6,56,5.4,No,30,No,31,Fail
S2057,Male,6,64,9.3,Yes,43,Yes,27,Fail
S2058,Male,39,73,7.6,Yes,55,Yes,63,Pass
S2059,Male,40,68,4.7,No,31,Yes,56,Pass
S2060,Female,6,64,5.8,No,37,Yes,23,Fail
S2061,Female,13,60,5.6,No,50,Yes,44,Fail
S2062,Female,37,52,6.6,Yes,92,Yes,69,Pass
S2063,Female,28,95,5.6,No,85,No,61,Pass
S2064,Female,24,84,6.4,Yes,75,No,52,Pass
S2065,Male,17,81,7.5,Yes,40,Yes,32,Fail
S2066,Male,5,80,8.1,Yes,48,Yes,43,Fail
S2067,Female,19,62,6.2,No,70,Yes,56,Pass
S2068,Male,22,88,7.1,Yes,94,Yes,63,Pass
S2069,Male,18,87,5.5,Yes,62,No,41,Fail
S2070,Female,30,83,8.7,No,78,Yes,59,Pass
S2071,Female,16,71,7.8,Yes,58,Yes,54,Pass
S2072,Male,10,50,8.2,Yes,76,No,43,Fail
S2073,Male,24,91,6.5,Yes,74,No,54,Pass
S2074,Female,27,96,4.6,Yes,72,No,48,Fail
S2075,Male,15,68,5.0,Yes,52,No,40,Fail
S2076,Female,12,89,7.6,No,90,Yes,67,Pass
S2077,Male,12,97,8.9,Yes,88,No,52,Pass
S2078,Male,11,63,6.4,Yes,30,Yes,33,Fail
S2079,Female,35,72,7.9,No,54,No,62,Pass
S2080,Female,24,63,9.5,No,84,Yes,66,Pass
S2081,Female,27,56,6.7,Yes,54,Yes,42,Fail
S2082,Female,26,66,9.2,Yes,30,Yes,33,Fail
S2083,Female,27,56,5.1,Yes,48,Yes,37,Fail
S2084,Male,13,53,8.8,No,96,No,54,Pass
S2085,Male,23,69,5.4,No,53,Yes,52,Pass
S2086,Female,22,86,9.2,No,84,Yes,54,Pass
S2087,Female,34,60,8.8,No,67,No,69,Pass
S2088,Female,6,94,9.5,No,99,Yes,64,Pass
S2089,Female,18,79,6.7,No,40,Yes,36,Fail
S2090,Male,23,77,4.7,Yes,33,Yes,30,Fail
S2091,Male,35,63,8.6,No,97,Yes,80,Pass
S2092,Female,23,86,9.0,No,68,Yes,51,Pass
S2093,Female,30,62,7.9,Yes,88,No,54,Pass
S2094,Female,31,66,7.6,No,74,No,59,Pass
S2095,Female,23,69,7.9,No,76,No,66,Pass
S2096,Male,7,83,5.0,No,94,No,52,Pass
S2097,Female,7,57,6.9,Yes,81,Yes,34,Fail
S2098,Female,30,99,7.9,Yes,89,Yes,71,Pass
S2099,Female,38,92,7.8,No,47,Yes,51,Pass
S2100,Female,12,99,8.8,No,39,Yes,48,Fail
S2101,Male,38,70,5.3,Yes,33,No,44,Fail
S2102,Female,7,91,7.1,Yes,50,No,36,Fail
S2103,Male,11,62,8.1,No,78,No,47,Fail
S2104,Female,12,73,6.9,No,78,Yes,56,Pass
S2105,Female,32,58,4.8,Yes,32,Yes,41,Fail
S2106,Female,7,55,8.0,No,55,Yes,26,Fail
S2107,Male,21,97,5.1,No,73,No,59,Pass
S2108,Female,33,91,8.1,Yes,69,Yes,68,Pass
S2109,Female,36,52,6.9,No,45,Yes,43,Fail
S2110,Male,16,88,4.9,Yes,43,Yes,38,Fail
S2111,Female,8,71,5.3,Yes,65,Yes,40,Fail
S2112,Female,33,58,4.6,No,67,No,50,Pass
S2113,Female,19,90,5.5,No,76,No,50,Pass
S2114,Female,12,50,5.8,Yes,88,Yes,48,Fail
S2115,Female,13,64,8.1,No,58,No,52,Pass
S2116,Male,14,51,4.5,No,75,No,39,Fail
S2117,Female,28,52,5.3,Yes,40,Yes,35,Fail
S2118,Male,35,74,9.1,Yes,72,Yes,56,Pass
S2119,Male,37,89,8.4,No,82,Yes,62,Pass
S2120,Female,17,51,9.2,No,53,No,45,Fail
S2121,Female,35,61,8.9,No,92,No,67,Pass
S2122,Male,7,68,6.0,No,56,Yes,45,Fail
S2123,Male,15,66,6.8,Yes,38,No,32,Fail
S2124,Male,39,56,7.5,No,58,Yes,55,Pass
S2125,Male,28,80,8.0,Yes,48,Yes,49,Fail
S2126,Female,29,77,5.4,Yes,90,No,74,Pass
